Date,Transborder - U.S. - Canada Freight
01/01/1947 12:00:00 AM,
02/01/1947 12:00:00 AM,
03/01/1947 12:00:00 AM,
04/01/1947 12:00:00 AM,
05/01/1947 12:00:00 AM,
06/01/1947 12:00:00 AM,
07/01/1947 12:00:00 AM,
08/01/1947 12:00:00 AM,
09/01/1947 12:00:00 AM,
10/01/1947 12:00:00 AM,
11/01/1947 12:00:00 AM,
12/01/1947 12:00:00 AM,
01/01/1948 12:00:00 AM,
02/01/1948 12:00:00 AM,
03/01/1948 12:00:00 AM,
04/01/1948 12:00:00 AM,
05/01/1948 12:00:00 AM,
06/01/1948 12:00:00 AM,
07/01/1948 12:00:00 AM,
08/01/1948 12:00:00 AM,
09/01/1948 12:00:00 AM,
10/01/1948 12:00:00 AM,
11/01/1948 12:00:00 AM,
12/01/1948 12:00:00 AM,
01/01/1949 12:00:00 AM,
02/01/1949 12:00:00 AM,
03/01/1949 12:00:00 AM,
04/01/1949 12:00:00 AM,
05/01/1949 12:00:00 AM,
06/01/1949 12:00:00 AM,
07/01/1949 12:00:00 AM,
08/01/1949 12:00:00 AM,
09/01/1949 12:00:00 AM,
10/01/1949 12:00:00 AM,
11/01/1949 12:00:00 AM,
12/01/1949 12:00:00 AM,
01/01/1950 12:00:00 AM,
02/01/1950 12:00:00 AM,
03/01/1950 12:00:00 AM,
04/01/1950 12:00:00 AM,
05/01/1950 12:00:00 AM,
06/01/1950 12:00:00 AM,
07/01/1950 12:00:00 AM,
08/01/1950 12:00:00 AM,
09/01/1950 12:00:00 AM,
10/01/1950 12:00:00 AM,
11/01/1950 12:00:00 AM,
12/01/1950 12:00:00 AM,
01/01/1951 12:00:00 AM,
02/01/1951 12:00:00 AM,
03/01/1951 12:00:00 AM,
04/01/1951 12:00:00 AM,
05/01/1951 12:00:00 AM,
06/01/1951 12:00:00 AM,
07/01/1951 12:00:00 AM,
08/01/1951 12:00:00 AM,
09/01/1951 12:00:00 AM,
10/01/1951 12:00:00 AM,
11/01/1951 12:00:00 AM,
12/01/1951 12:00:00 AM,
01/01/1952 12:00:00 AM,
02/01/1952 12:00:00 AM,
03/01/1952 12:00:00 AM,
04/01/1952 12:00:00 AM,
05/01/1952 12:00:00 AM,
06/01/1952 12:00:00 AM,
07/01/1952 12:00:00 AM,
08/01/1952 12:00:00 AM,
09/01/1952 12:00:00 AM,
10/01/1952 12:00:00 AM,
11/01/1952 12:00:00 AM,
12/01/1952 12:00:00 AM,
01/01/1953 12:00:00 AM,
02/01/1953 12:00:00 AM,
03/01/1953 12:00:00 AM,
04/01/1953 12:00:00 AM,
05/01/1953 12:00:00 AM,
06/01/1953 12:00:00 AM,
07/01/1953 12:00:00 AM,
08/01/1953 12:00:00 AM,
09/01/1953 12:00:00 AM,
10/01/1953 12:00:00 AM,
11/01/1953 12:00:00 AM,
12/01/1953 12:00:00 AM,
01/01/1954 12:00:00 AM,
02/01/1954 12:00:00 AM,
03/01/1954 12:00:00 AM,
04/01/1954 12:00:00 AM,
05/01/1954 12:00:00 AM,
06/01/1954 12:00:00 AM,
07/01/1954 12:00:00 AM,
08/01/1954 12:00:00 AM,
09/01/1954 12:00:00 AM,
10/01/1954 12:00:00 AM,
11/01/1954 12:00:00 AM,
12/01/1954 12:00:00 AM,
01/01/1955 12:00:00 AM,
02/01/1955 12:00:00 AM,
03/01/1955 12:00:00 AM,
04/01/1955 12:00:00 AM,
05/01/1955 12:00:00 AM,
06/01/1955 12:00:00 AM,
07/01/1955 12:00:00 AM,
08/01/1955 12:00:00 AM,
09/01/1955 12:00:00 AM,
10/01/1955 12:00:00 AM,
11/01/1955 12:00:00 AM,
12/01/1955 12:00:00 AM,
01/01/1956 12:00:00 AM,
02/01/1956 12:00:00 AM,
03/01/1956 12:00:00 AM,
04/01/1956 12:00:00 AM,
05/01/1956 12:00:00 AM,
06/01/1956 12:00:00 AM,
07/01/1956 12:00:00 AM,
08/01/1956 12:00:00 AM,
09/01/1956 12:00:00 AM,
10/01/1956 12:00:00 AM,
11/01/1956 12:00:00 AM,
12/01/1956 12:00:00 AM,
01/01/1957 12:00:00 AM,
02/01/1957 12:00:00 AM,
03/01/1957 12:00:00 AM,
04/01/1957 12:00:00 AM,
05/01/1957 12:00:00 AM,
06/01/1957 12:00:00 AM,
07/01/1957 12:00:00 AM,
08/01/1957 12:00:00 AM,
09/01/1957 12:00:00 AM,
10/01/1957 12:00:00 AM,
11/01/1957 12:00:00 AM,
12/01/1957 12:00:00 AM,
01/01/1958 12:00:00 AM,
02/01/1958 12:00:00 AM,
03/01/1958 12:00:00 AM,
04/01/1958 12:00:00 AM,
05/01/1958 12:00:00 AM,
06/01/1958 12:00:00 AM,
07/01/1958 12:00:00 AM,
08/01/1958 12:00:00 AM,
09/01/1958 12:00:00 AM,
10/01/1958 12:00:00 AM,
11/01/1958 12:00:00 AM,
12/01/1958 12:00:00 AM,
01/01/1959 12:00:00 AM,
02/01/1959 12:00:00 AM,
03/01/1959 12:00:00 AM,
04/01/1959 12:00:00 AM,
05/01/1959 12:00:00 AM,
06/01/1959 12:00:00 AM,
07/01/1959 12:00:00 AM,
08/01/1959 12:00:00 AM,
09/01/1959 12:00:00 AM,
10/01/1959 12:00:00 AM,
11/01/1959 12:00:00 AM,
12/01/1959 12:00:00 AM,
01/01/1960 12:00:00 AM,
02/01/1960 12:00:00 AM,
03/01/1960 12:00:00 AM,
04/01/1960 12:00:00 AM,
05/01/1960 12:00:00 AM,
06/01/1960 12:00:00 AM,
07/01/1960 12:00:00 AM,
08/01/1960 12:00:00 AM,
09/01/1960 12:00:00 AM,
